# output/output_voltage_566.csv run at 2019-09-30 09:26:00 GMT on 1884 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus383,242.927621,-0.510710,244.330706,3.664562,248.260626,1.574419
Bus384,243.252322,-0.511911,244.565047,3.665100,248.033054,1.574699
Bus385,243.409615,-0.512368,244.735197,3.664925,248.035277,1.574706
Bus386,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus387,243.837986,-0.513395,245.200834,3.664590,248.296013,1.574041
Bus388,243.201773,-0.511762,244.746560,3.664590,248.209009,1.574435
Bus389,243.070415,-0.511177,244.369173,3.664835,248.224019,1.574402
Bus390,242.911883,-0.510660,244.318384,3.664552,248.264051,1.574420
Bus391,243.248803,-0.511902,244.561272,3.665104,248.031554,1.574703
Bus392,243.408265,-0.512370,244.734203,3.664925,248.014335,1.574757
Bus393,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus394,243.070361,-0.511177,244.368020,3.664838,248.223947,1.574402
Bus395,242.889050,-0.510587,244.300506,3.664538,248.269021,1.574422
Bus396,243.245191,-0.511906,244.558562,3.665105,247.978159,1.574830
Bus397,243.185893,-0.511687,244.485189,3.665162,248.020705,1.574729
Bus398,243.408128,-0.512370,244.734102,3.664925,248.012204,1.574762
Bus399,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus400,243.070171,-0.511177,244.363996,3.664847,248.223696,1.574401
Bus401,242.872122,-0.510533,244.287251,3.664528,248.272705,1.574423
Bus402,243.244860,-0.511906,244.558313,3.665105,247.973267,1.574842
Bus403,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus404,243.408032,-0.512370,244.734031,3.664925,248.010716,1.574765
Bus405,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus406,243.069010,-0.511177,244.339394,3.664907,248.222160,1.574399
Bus407,242.855794,-0.510481,244.274465,3.664518,248.276260,1.574424
Bus408,243.244671,-0.511907,244.558172,3.665105,247.970486,1.574848
Bus409,243.064010,-0.511272,244.337750,3.665273,247.999681,1.574781
Bus410,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus411,243.407933,-0.512370,244.733958,3.664925,248.009175,1.574769
Bus412,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus413,242.839814,-0.510430,244.261951,3.664509,248.279738,1.574426
Bus414,243.244544,-0.511907,244.558076,3.665105,247.968598,1.574853
Bus415,242.933680,-0.510826,244.180040,3.665392,247.977193,1.574836
Bus416,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus417,243.407516,-0.512371,244.733650,3.664925,248.002704,1.574785
Bus418,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus419,242.820596,-0.510368,244.246901,3.664497,248.283922,1.574427
Bus420,243.244335,-0.511907,244.557920,3.665105,247.965520,1.574860
Bus421,242.906414,-0.510733,244.147038,3.665417,247.972487,1.574847
Bus422,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus423,243.407414,-0.512371,244.733575,3.664925,248.001124,1.574788
Bus424,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus425,242.788412,-0.510265,244.221695,3.664478,248.290928,1.574429
Bus426,242.820596,-0.510368,244.246901,3.664497,248.283922,1.574427
Bus427,243.243643,-0.511908,244.557401,3.665105,247.955290,1.574885
Bus428,242.899445,-0.510709,244.138603,3.665424,247.971285,1.574850
Bus429,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus430,243.407317,-0.512371,244.733504,3.664925,247.999617,1.574792
Bus431,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus432,242.679877,-0.509918,244.136679,3.664413,248.314561,1.574438
Bus433,242.788412,-0.510265,244.221695,3.664478,248.290928,1.574429
Bus434,243.242872,-0.511909,244.556823,3.665105,247.943901,1.574912
Bus435,242.895794,-0.510697,244.134184,3.665427,247.970654,1.574852
Bus436,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus437,243.407220,-0.512371,244.733433,3.664925,247.998118,1.574796
Bus438,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus439,242.526415,-0.509426,244.016435,3.664320,248.347986,1.574449
Bus440,242.679877,-0.509918,244.136679,3.664413,248.314561,1.574438
Bus441,243.242439,-0.511909,244.556497,3.665105,247.937496,1.574927
Bus442,242.892768,-0.510687,244.130520,3.665430,247.970132,1.574853
Bus443,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus444,243.407110,-0.512371,244.733351,3.664925,247.996398,1.574800
Bus445,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus446,242.416333,-0.509073,243.930154,3.664254,248.371971,1.574457
Bus447,242.526415,-0.509426,244.016435,3.664320,248.347986,1.574449
Bus448,243.242032,-0.511910,244.556192,3.665105,247.931479,1.574942
Bus449,242.890315,-0.510678,244.127552,3.665432,247.969709,1.574854
Bus450,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus451,243.406727,-0.512372,244.733069,3.664925,247.990460,1.574814
Bus452,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus453,242.382941,-0.508965,243.903977,3.664233,248.379248,1.574460
Bus454,242.416333,-0.509073,243.930154,3.664254,248.371971,1.574457
Bus455,243.241643,-0.511910,244.555900,3.665105,247.925739,1.574955
Bus456,242.886566,-0.510665,244.123014,3.665436,247.969062,1.574856
Bus457,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus458,243.404862,-0.512374,244.731694,3.664925,247.961522,1.574883
Bus459,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus460,242.309950,-0.508710,243.828580,3.664227,248.390049,1.574446
Bus461,242.382941,-0.508965,243.903977,3.664233,248.379248,1.574460
Bus462,242.358068,-0.508904,243.902373,3.664231,248.378076,1.574460
Bus463,243.241006,-0.511911,244.555422,3.665105,247.916314,1.574978
Bus464,242.883186,-0.510654,244.118922,3.665439,247.968478,1.574857
Bus465,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus466,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus467,242.228872,-0.508426,243.744811,3.664219,248.402050,1.574431
Bus468,242.309950,-0.508710,243.828580,3.664227,248.390049,1.574446
Bus469,242.309950,-0.508710,243.828580,3.664227,248.390049,1.574446
Bus470,242.354436,-0.508896,243.902139,3.664231,248.377905,1.574460
Bus471,243.240561,-0.511912,244.555089,3.665105,247.909749,1.574994
Bus472,242.879969,-0.510643,244.115029,3.665442,247.967923,1.574858
Bus473,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus474,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus475,242.199166,-0.508322,243.714114,3.664216,248.406447,1.574426
Bus476,242.228872,-0.508426,243.744811,3.664219,248.402050,1.574431
Bus477,242.352455,-0.508891,243.902011,3.664231,248.377811,1.574460
Bus478,243.240249,-0.511912,244.554854,3.665105,247.905137,1.575005
Bus479,242.876346,-0.510630,244.110642,3.665445,247.967298,1.574860
Bus480,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus481,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus482,242.180779,-0.508208,243.652747,3.664302,248.397310,1.574378
Bus483,242.199166,-0.508322,243.714114,3.664216,248.406447,1.574426
Bus484,242.060525,-0.507982,243.705059,3.664205,248.399801,1.574427
Bus485,242.351114,-0.508887,243.901925,3.664231,248.377748,1.574460
Bus486,243.240100,-0.511912,244.554743,3.665105,247.902933,1.575010
Bus487,242.872518,-0.510617,244.106009,3.665448,247.966637,1.574862
Bus488,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus489,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus490,242.154432,-0.508045,243.564797,3.664424,248.384215,1.574310
Bus491,242.180779,-0.508208,243.652747,3.664302,248.397310,1.574378
Bus492,242.056644,-0.507973,243.704797,3.664205,248.399606,1.574427
Bus493,242.032933,-0.507914,243.703320,3.664203,248.398541,1.574427
Bus494,242.349076,-0.508882,243.901793,3.664231,248.377652,1.574460
Bus495,243.240006,-0.511912,244.554672,3.665105,247.901537,1.575013
Bus496,242.864149,-0.510589,244.095878,3.665456,247.965192,1.574865
Bus497,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus498,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus499,242.138357,-0.507946,243.511125,3.664499,248.376225,1.574268
Bus500,242.154432,-0.508045,243.564797,3.664424,248.384215,1.574310
Bus501,242.055004,-0.507969,243.704686,3.664205,248.399523,1.574427
Bus502,242.015277,-0.507871,243.702208,3.664201,248.397735,1.574427
Bus503,242.345983,-0.508875,243.901594,3.664230,248.377506,1.574460
Bus504,243.239942,-0.511913,244.554624,3.665105,247.900593,1.575015
Bus505,242.674386,-0.509939,243.866108,3.665630,247.932430,1.574945
Bus506,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus507,243.413307,-0.512363,244.737919,3.664924,248.092579,1.574569
Bus508,242.135589,-0.507929,243.501883,3.664512,248.374849,1.574261
Bus509,242.138357,-0.507946,243.511125,3.664499,248.376225,1.574268
Bus510,242.054040,-0.507966,243.704621,3.664204,248.399475,1.574427
Bus511,242.343789,-0.508870,243.901453,3.664230,248.377403,1.574460
Bus512,243.239853,-0.511913,244.554557,3.665105,247.899276,1.575019
Bus513,242.672790,-0.509939,243.828346,3.665723,247.930252,1.574942
Bus514,242.643521,-0.509842,243.834785,3.665649,247.927740,1.574966
Bus515,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus516,242.146044,-0.507925,243.478438,3.664583,248.363759,1.574227
Bus517,242.135589,-0.507929,243.501883,3.664512,248.374849,1.574261
Bus518,242.072139,-0.507774,243.497524,3.664506,248.371596,1.574261
Bus519,242.053153,-0.507964,243.704561,3.664204,248.399430,1.574427
Bus520,242.342290,-0.508866,243.901356,3.664230,248.377332,1.574460
Bus521,243.239785,-0.511913,244.554506,3.665105,247.898272,1.575021
Bus522,242.671382,-0.509938,243.795048,3.665805,247.928331,1.574940
Bus523,242.626871,-0.509790,243.817887,3.665659,247.925209,1.574977
Bus524,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus525,242.153741,-0.507923,243.461181,3.664636,248.355597,1.574202
Bus526,242.146044,-0.507925,243.478438,3.664583,248.363759,1.574227
Bus527,242.034648,-0.507682,243.494949,3.664503,248.369673,1.574262
Bus528,242.052363,-0.507962,243.704507,3.664204,248.399391,1.574427
Bus529,242.341105,-0.508863,243.901280,3.664230,248.377276,1.574460
Bus530,243.239299,-0.511913,244.554142,3.665105,247.891101,1.575038
Bus531,242.624385,-0.509782,243.815363,3.665660,247.924832,1.574978
Bus532,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus533,242.164219,-0.507920,243.437686,3.664707,248.344483,1.574168
Bus534,242.153741,-0.507923,243.461181,3.664636,248.355597,1.574202
Bus535,242.004943,-0.507610,243.492908,3.664501,248.368150,1.574262
Bus536,242.051544,-0.507960,243.704452,3.664204,248.399350,1.574427
Bus537,242.337307,-0.508854,243.901035,3.664230,248.377097,1.574460
Bus538,243.238495,-0.511914,244.553553,3.665105,247.878348,1.575069
Bus539,243.236668,-0.511916,244.552124,3.665105,247.854716,1.575125
Bus540,242.622487,-0.509776,243.813437,3.665661,247.924543,1.574980
Bus541,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus542,242.171635,-0.507917,243.421060,3.664758,248.336619,1.574144
Bus543,242.164219,-0.507920,243.437686,3.664707,248.344483,1.574168
Bus544,241.992669,-0.507580,243.492065,3.664500,248.367521,1.574262
Bus545,242.049069,-0.507954,243.704284,3.664204,248.399225,1.574427
Bus546,242.306587,-0.508778,243.899054,3.664227,248.375649,1.574460
Bus547,243.237606,-0.511916,244.552903,3.665105,247.864267,1.575103
Bus548,242.620711,-0.509770,243.811635,3.665662,247.924273,1.574981
Bus549,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus550,242.192372,-0.507911,243.374570,3.664900,248.314626,1.574077
Bus551,242.171635,-0.507917,243.421060,3.664758,248.336619,1.574144
Bus552,241.990753,-0.507575,243.491926,3.664500,248.367415,1.574262
Bus553,241.967066,-0.507517,243.490410,3.664498,248.366312,1.574262
Bus554,242.046575,-0.507948,243.704116,3.664204,248.399100,1.574427
Bus555,242.305058,-0.508775,243.898956,3.664227,248.375577,1.574460
Bus556,243.235197,-0.511919,244.551141,3.665106,247.826100,1.575194
Bus557,242.618818,-0.509764,243.809714,3.665663,247.923986,1.574982
Bus558,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus559,242.207387,-0.507906,243.340909,3.665002,248.298703,1.574028
Bus560,242.192372,-0.507911,243.374570,3.664900,248.314626,1.574077
Bus561,241.990049,-0.507574,243.491874,3.664500,248.367376,1.574262
Bus562,241.947699,-0.507470,243.489158,3.664496,248.365397,1.574262
Bus563,242.023275,-0.507891,243.702540,3.664202,248.397929,1.574427
Bus564,242.303851,-0.508772,243.898878,3.664227,248.375520,1.574460
Bus565,242.617143,-0.509759,243.808014,3.665664,247.923731,1.574983
Bus566,243.155546,-0.511584,244.448484,3.665189,248.015471,1.574742
Bus567,242.208319,-0.507910,243.339170,3.665012,248.295682,1.574029
Bus568,242.207387,-0.507906,243.340909,3.665002,248.298703,1.574028
Bus569,242.204823,-0.507906,243.289192,3.665128,248.295368,1.574024
Bus570,241.988999,-0.507571,243.491798,3.664499,248.367318,1.574262
Bus571,242.302486,-0.508768,243.898790,3.664227,248.375456,1.574460
Bus572,242.615430,-0.509754,243.806275,3.665666,247.923471,1.574984
Bus573,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus574,242.208319,-0.507910,243.339170,3.665012,248.295682,1.574029
Bus575,242.204499,-0.507906,243.282654,3.665144,248.294947,1.574023
Bus576,241.988367,-0.507570,243.491752,3.664499,248.367283,1.574262
Bus577,242.301272,-0.508765,243.898711,3.664227,248.375398,1.574461
Bus578,242.606588,-0.509726,243.797301,3.665671,247.922127,1.574990
Bus579,242.214519,-0.507933,243.327599,3.665072,248.275580,1.574033
Bus580,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus581,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus582,242.204260,-0.507906,243.277830,3.665156,248.294636,1.574023
Bus583,241.987604,-0.507568,243.491696,3.664499,248.367240,1.574262
Bus584,242.299874,-0.508762,243.898621,3.664227,248.375333,1.574461
Bus585,242.611161,-0.509723,243.741527,3.665827,247.925572,1.574987
Bus586,242.585151,-0.509670,243.782492,3.665672,247.919355,1.575012
Bus587,242.218709,-0.507948,243.319779,3.665113,248.261993,1.574036
Bus588,242.214519,-0.507933,243.327599,3.665072,248.275580,1.574033
Bus589,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus590,242.204027,-0.507906,243.273136,3.665168,248.294333,1.574023
Bus591,241.986935,-0.507566,243.491647,3.664499,248.367203,1.574262
Bus592,242.298440,-0.508758,243.898529,3.664226,248.375265,1.574461
Bus593,242.611424,-0.509723,243.738314,3.665836,247.925770,1.574987
Bus594,242.482719,-0.509403,243.711727,3.665675,247.906111,1.575118
Bus595,242.229589,-0.507928,243.293887,3.665175,248.259699,1.573984
Bus596,242.218414,-0.507954,243.320992,3.665115,248.259035,1.574043
Bus597,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus598,242.201841,-0.507906,243.229043,3.665275,248.291490,1.574019
Bus599,241.982555,-0.507556,243.491328,3.664499,248.366961,1.574262
Bus600,242.296717,-0.508754,243.898418,3.664226,248.375184,1.574461
Bus601,242.611557,-0.509723,243.736699,3.665841,247.925870,1.574987
Bus602,242.478961,-0.509408,243.709006,3.665676,247.845095,1.575265
Bus603,242.363560,-0.509060,243.622796,3.665669,247.904155,1.575214
Bus604,242.239291,-0.507910,243.270797,3.665230,248.257655,1.573938
Bus605,242.229589,-0.507928,243.293887,3.665175,248.259699,1.573984
Bus606,242.229589,-0.507928,243.293887,3.665175,248.259699,1.573984
Bus607,242.212834,-0.507961,243.316691,3.665116,248.183121,1.574224
Bus608,242.218414,-0.507954,243.320992,3.665115,248.259035,1.574043
Bus609,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus610,242.200823,-0.507905,243.208523,3.665325,248.290167,1.574017
Bus611,241.950260,-0.507477,243.488977,3.664496,248.365172,1.574262
Bus612,242.295637,-0.508752,243.898348,3.664226,248.375133,1.574461
Bus613,242.611668,-0.509723,243.735346,3.665845,247.925954,1.574987
Bus614,242.476978,-0.509410,243.707571,3.665676,247.812899,1.575342
Bus615,242.249453,-0.508731,243.537615,3.665663,247.902284,1.575305
Bus616,242.237475,-0.507910,243.242396,3.665301,248.255885,1.573938
Bus617,242.239291,-0.507910,243.270797,3.665230,248.257655,1.573938
Bus618,242.239291,-0.507910,243.270797,3.665230,248.257655,1.573938
Bus619,242.211520,-0.507962,243.315679,3.665116,248.165255,1.574266
Bus620,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus621,242.200345,-0.507905,243.198892,3.665348,248.289546,1.574017
Bus622,242.290995,-0.508740,243.898049,3.664226,248.374914,1.574461
Bus623,242.611758,-0.509723,243.734242,3.665848,247.926022,1.574987
Bus624,242.248937,-0.508731,243.526620,3.665690,247.901602,1.575304
Bus625,242.215789,-0.508641,243.517357,3.665653,247.902088,1.575339
Bus626,242.235000,-0.507911,243.203708,3.665397,248.253474,1.573937
Bus627,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus628,242.200027,-0.507905,243.192468,3.665364,248.289132,1.574016
Bus629,242.271426,-0.508692,243.896787,3.664224,248.373991,1.574461
Bus630,242.611900,-0.509723,243.732510,3.665853,247.926129,1.574987
Bus631,242.248811,-0.508731,243.523924,3.665696,247.901435,1.575304
Bus632,242.208044,-0.508621,243.512696,3.665651,247.902043,1.575346
Bus633,242.234275,-0.507911,243.192361,3.665425,248.252767,1.573937
Bus634,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus635,242.199540,-0.507905,243.182647,3.665388,248.288498,1.574015
Bus636,242.612239,-0.509722,243.728378,3.665864,247.926384,1.574987
Bus637,242.248724,-0.508731,243.522072,3.665701,247.901320,1.575304
Bus638,242.204201,-0.508611,243.510383,3.665650,247.902021,1.575350
Bus639,242.231873,-0.507912,243.154805,3.665518,248.250426,1.573936
Bus640,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus641,242.198589,-0.507905,243.163468,3.665435,248.287262,1.574014
Bus642,242.612473,-0.509722,243.725520,3.665872,247.926561,1.574987
Bus643,242.248603,-0.508731,243.519506,3.665707,247.901161,1.575304
Bus644,242.199977,-0.508599,243.507841,3.665649,247.901997,1.575354
Bus645,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus646,242.198326,-0.507905,243.158167,3.665448,248.286920,1.574013
Bus647,242.612771,-0.509722,243.721886,3.665883,247.926785,1.574986
Bus648,242.248318,-0.508731,243.513420,3.665722,247.900783,1.575303
Bus649,242.195104,-0.508586,243.504908,3.665648,247.901968,1.575359
Bus650,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus651,242.198249,-0.507905,243.156628,3.665452,248.286820,1.574013
Bus652,242.612952,-0.509722,243.719678,3.665889,247.926922,1.574986
Bus653,242.248101,-0.508731,243.508795,3.665733,247.900497,1.575303
Bus654,242.190177,-0.508573,243.501943,3.665646,247.901940,1.575364
Bus655,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus656,242.198217,-0.507905,243.155958,3.665453,248.286778,1.574013
Bus657,242.198069,-0.507905,243.153092,3.665460,248.286587,1.574013
Bus658,242.613116,-0.509722,243.717685,3.665894,247.927045,1.574986
Bus659,242.247949,-0.508731,243.505547,3.665741,247.900295,1.575303
Bus660,242.184716,-0.508559,243.498657,3.665645,247.901908,1.575369
Bus661,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus662,242.198187,-0.507905,243.155331,3.665455,248.286739,1.574013
Bus663,242.197830,-0.507905,243.148426,3.665471,248.286280,1.574013
Bus664,242.613391,-0.509722,243.714324,3.665904,247.927252,1.574986
Bus665,242.247789,-0.508731,243.502145,3.665750,247.900084,1.575302
Bus666,242.176774,-0.508537,243.493877,3.665642,247.901862,1.575377
Bus667,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus668,242.198156,-0.507905,243.154686,3.665456,248.286698,1.574013
Bus669,242.196840,-0.507905,243.129044,3.665519,248.285002,1.574011
Bus670,242.613662,-0.509722,243.711019,3.665913,247.927457,1.574986
Bus671,242.247658,-0.508731,243.499353,3.665756,247.899911,1.575302
Bus672,242.159864,-0.508490,243.494950,3.665641,247.903226,1.575378
Bus673,242.168289,-0.508510,243.480959,3.665664,247.894880,1.575387
Bus674,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus675,242.197932,-0.507905,243.150019,3.665468,248.286404,1.574013
Bus676,242.196419,-0.507905,243.120813,3.665539,248.284459,1.574010
Bus677,242.613791,-0.509721,243.709455,3.665918,247.927553,1.574986
Bus678,242.247441,-0.508731,243.494728,3.665768,247.899624,1.575302
Bus679,242.149710,-0.508461,243.495595,3.665641,247.904045,1.575379
Bus680,242.114566,-0.508339,243.399161,3.665805,247.850668,1.575446
Bus681,242.208539,-0.507911,243.338759,3.665014,248.294967,1.574029
Bus682,242.196297,-0.507905,243.116036,3.665551,248.284261,1.574010
Bus683,242.613931,-0.509721,243.707738,3.665922,247.927659,1.574986
Bus684,242.246741,-0.508731,243.479784,3.665804,247.898697,1.575301
Bus685,242.140291,-0.508435,243.496193,3.665640,247.904805,1.575379
Bus686,242.076116,-0.508216,243.340613,3.665905,247.819022,1.575489
Bus687,242.614067,-0.509721,243.706090,3.665927,247.927761,1.574986
Bus688,242.245103,-0.508731,243.444867,3.665890,247.896530,1.575298
Bus689,242.131101,-0.508409,243.496777,3.665640,247.905547,1.575379
Bus690,242.078565,-0.508226,243.345701,3.665910,247.671903,1.575876
Bus691,241.970707,-0.507682,243.131275,3.666117,247.815401,1.575419
Bus692,242.614230,-0.509721,243.704102,3.665933,247.927884,1.574985
Bus693,242.124208,-0.508389,243.497215,3.665640,247.906103,1.575380
Bus694,242.079132,-0.508226,243.346430,3.665911,247.663166,1.575900
Bus695,242.077620,-0.508227,243.344993,3.665910,247.657897,1.575909
Bus696,241.967078,-0.507682,243.068617,3.666268,247.810855,1.575414
Bus697,241.946161,-0.507575,243.094042,3.666148,247.815246,1.575417
Bus698,242.614490,-0.509721,243.700931,3.665941,247.928080,1.574985
Bus699,242.113258,-0.508358,243.497910,3.665639,247.906987,1.575380
Bus700,242.079310,-0.508226,243.346658,3.665911,247.660431,1.575907
Bus701,242.075695,-0.508229,243.343552,3.665911,247.629365,1.575978
Bus702,241.964975,-0.507682,243.032319,3.666356,247.808221,1.575411
Bus703,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus704,242.615201,-0.509721,243.692253,3.665966,247.928616,1.574985
Bus705,242.094796,-0.508306,243.499082,3.665638,247.908476,1.575381
Bus706,242.079424,-0.508226,243.346805,3.665911,247.658674,1.575912
Bus707,241.791393,-0.506804,242.857750,3.666427,247.817383,1.575441
Bus708,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus709,242.616148,-0.509720,243.680704,3.665998,247.929329,1.574984
Bus710,241.956484,-0.507915,243.507867,3.665631,247.919638,1.575388
Bus711,242.079493,-0.508226,243.346894,3.665911,247.657613,1.575915
Bus712,241.793717,-0.506496,242.656450,3.666959,247.749181,1.575337
Bus713,241.696657,-0.506536,242.863644,3.666422,247.824891,1.575446
Bus714,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus715,242.616238,-0.509720,243.679604,3.666001,247.929397,1.574984
Bus716,241.843044,-0.507594,243.515074,3.665625,247.928796,1.575394
Bus717,242.079562,-0.508226,243.346983,3.665911,247.656542,1.575918
Bus718,241.796140,-0.506178,242.448759,3.667510,247.678792,1.575229
Bus719,241.686516,-0.506507,242.864275,3.666421,247.825695,1.575446
Bus720,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus721,242.616310,-0.509720,243.678734,3.666004,247.929451,1.574984
Bus722,241.807108,-0.507493,243.517357,3.665623,247.931697,1.575396
Bus723,242.079625,-0.508226,243.347063,3.665911,247.655584,1.575921
Bus724,241.766769,-0.506096,242.419329,3.667590,247.650513,1.575306
Bus725,241.814268,-0.506167,242.227638,3.668135,247.692420,1.575218
Bus726,241.682644,-0.506496,242.864516,3.666421,247.826002,1.575446
Bus727,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus728,242.616379,-0.509720,243.677889,3.666006,247.929503,1.574984
Bus729,241.774395,-0.507400,243.519436,3.665621,247.934338,1.575397
Bus730,242.079695,-0.508226,243.347153,3.665911,247.654506,1.575924
Bus731,241.726860,-0.505985,242.379342,3.667698,247.612088,1.575411
Bus732,241.816699,-0.506166,242.197984,3.668218,247.694248,1.575216
Bus733,241.678548,-0.506485,242.864771,3.666421,247.826326,1.575446
Bus734,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus735,242.616453,-0.509720,243.676984,3.666009,247.929559,1.574984
Bus736,241.756578,-0.507350,243.520568,3.665621,247.935777,1.575398
Bus737,242.079751,-0.508227,243.347225,3.665911,247.653642,1.575926
Bus738,241.680139,-0.505854,242.332527,3.667825,247.567103,1.575534
Bus739,241.817977,-0.506165,242.182405,3.668262,247.695209,1.575215
Bus740,241.675149,-0.506475,242.864983,3.666421,247.826596,1.575447
Bus741,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus742,242.616522,-0.509720,243.676147,3.666011,247.929611,1.574984
Bus743,241.742349,-0.507309,243.521473,3.665620,247.936926,1.575399
Bus744,242.079818,-0.508227,243.347311,3.665911,247.652605,1.575929
Bus745,241.642627,-0.505749,242.294940,3.667927,247.530985,1.575633
Bus746,241.821612,-0.506163,242.137581,3.668389,247.697933,1.575213
Bus747,241.818095,-0.506165,242.180982,3.668267,247.695298,1.575215
Bus748,241.671124,-0.506464,242.865233,3.666420,247.826915,1.575447
Bus749,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus750,242.616587,-0.509720,243.675359,3.666013,247.929659,1.574984
Bus751,241.730216,-0.507275,243.522244,3.665619,247.937906,1.575400
Bus752,242.079891,-0.508227,243.347405,3.665911,247.651488,1.575932
Bus753,241.629416,-0.505651,242.266811,3.667940,247.544739,1.575600
Bus754,241.651458,-0.505756,242.306366,3.667934,247.392194,1.576016
Bus755,241.824566,-0.506161,242.101148,3.668492,247.700147,1.575211
Bus756,241.818180,-0.506165,242.179953,3.668269,247.695362,1.575215
Bus757,241.667199,-0.506452,242.865477,3.666420,247.827226,1.575447
Bus758,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus759,242.616677,-0.509720,243.674262,3.666016,247.929727,1.574984
Bus760,241.715979,-0.507235,243.523148,3.665618,247.939055,1.575400
Bus761,242.080023,-0.508227,243.347575,3.665911,247.649451,1.575938
Bus762,241.611205,-0.505517,242.228029,3.667957,247.563701,1.575554
Bus763,241.658839,-0.505762,242.315917,3.667940,247.276210,1.576337
Bus764,241.818252,-0.506165,242.179085,3.668272,247.695417,1.575215
Bus765,241.661802,-0.506437,242.865813,3.666420,247.827654,1.575447
Bus766,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus767,242.616787,-0.509720,243.672918,3.666020,247.929810,1.574984
Bus768,241.702970,-0.507198,243.523975,3.665618,247.940106,1.575401
