# output/output_current_566.csv run at 2019-09-30 09:26:00 GMT on 1884 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE384,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE385,0.000000,2.759750,0.000000,0.680217,0.000000,-1.544114
LINE386,6.549544,-1.120023,0.403243,3.658458,0.397964,1.568172
LINE387,6.742380,-1.124596,0.345502,3.657235,0.340401,1.567416
LINE388,0.360635,-0.517998,6.676349,3.053334,0.352732,1.567535
LINE389,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE390,83.952606,-1.203245,77.431381,2.965890,57.111770,0.854800
LINE391,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE392,0.000000,2.731860,0.000000,0.679333,0.000000,-1.541331
LINE393,0.360635,-0.517998,6.676349,3.053334,0.352732,1.567535
LINE394,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE395,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE396,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE397,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE398,0.000000,2.540328,0.000000,0.567671,0.000000,-1.546067
LINE399,0.360635,-0.517998,6.676349,3.053334,0.352732,1.567535
LINE400,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE401,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE402,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE403,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE404,0.000000,3.417164,0.000000,0.055190,0.000000,-1.553827
LINE405,0.360635,-0.517998,6.676349,3.053334,0.352732,1.567535
LINE406,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE407,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE408,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE409,0.000000,-0.064900,0.000000,3.550447,0.000000,1.507889
LINE410,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE411,0.000000,0.755226,0.000000,0.450545,0.000000,4.708588
LINE412,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE413,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE414,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE415,0.000000,-0.085898,0.000000,3.568204,0.000000,1.538351
LINE416,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE417,0.000000,-0.860298,0.000000,0.190696,0.000000,-1.544767
LINE418,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE419,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE420,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE421,0.000000,-0.116629,0.000000,3.484454,0.000000,1.541712
LINE422,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE423,0.000000,4.674138,0.000000,0.185716,0.000000,-1.559414
LINE424,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE425,0.000000,-0.578128,0.000000,3.793975,0.000000,1.815179
LINE426,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE427,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE428,0.000000,-0.275940,0.000000,3.453027,0.000000,1.490710
LINE429,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE430,0.000000,-1.426461,0.000000,0.185738,0.000000,-1.552936
LINE431,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE432,0.000000,3.648330,0.000000,-1.062565,0.000000,1.631089
LINE433,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE434,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE435,0.000000,-0.124101,0.000000,3.393864,0.000000,1.555707
LINE436,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE437,0.000000,4.528652,0.000000,0.011921,0.000000,4.692364
LINE438,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE439,0.000000,-1.537963,0.000000,0.634944,0.000000,4.193605
LINE440,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE441,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE442,0.000000,-0.052510,0.000000,3.288601,0.000000,1.555387
LINE443,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE444,0.000000,-0.951635,0.000000,0.045311,0.000000,4.680408
LINE445,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE446,0.000000,0.436305,0.000000,-1.562641,0.000000,4.497637
LINE447,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE448,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE449,0.000000,0.073112,0.000000,3.148658,0.000000,1.624397
LINE450,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE451,0.000000,-1.211284,0.000000,-0.008414,0.000000,4.676979
LINE452,34.705506,-1.092548,21.994864,3.114263,9.047309,1.152141
LINE453,0.000000,-0.201681,0.000000,-0.201681,0.000000,2.996186
LINE454,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE455,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE456,0.000000,-0.053311,0.000000,3.067045,0.000000,1.408315
LINE457,0.358639,-0.519137,0.356592,3.657841,6.579573,0.963168
LINE458,0.000000,-0.858156,0.000000,0.066678,0.000000,4.669518
LINE459,27.997576,-1.086134,21.680180,3.105485,8.717813,1.135405
LINE460,0.000000,1.563526,0.000000,4.400528,0.000000,-0.145406
LINE461,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE462,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE463,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE464,0.000000,-0.022719,0.000000,3.646296,0.000000,1.365747
LINE465,0.000000,-1.405144,0.000000,0.056166,0.000000,4.670135
LINE466,27.997576,-1.086134,21.680180,3.105485,8.717813,1.135405
LINE467,0.000000,4.367298,0.000000,1.490906,0.000000,-1.493202
LINE468,0.000000,2.353989,0.000000,3.348261,0.000000,-1.354638
LINE469,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE470,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE471,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE472,0.000000,0.172661,0.000000,3.657284,0.000000,1.486148
LINE473,0.000000,4.710005,0.000000,0.077632,0.000000,4.676250
LINE474,27.997576,-1.086134,21.680180,3.105485,8.717813,1.135405
LINE475,0.000000,0.475715,0.000000,-0.155004,0.000000,1.292654
LINE476,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE477,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE478,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE479,0.000000,0.118805,0.000000,-0.813560,0.000000,1.521641
LINE480,0.000000,4.594385,0.000000,-0.051971,0.000000,4.667937
LINE481,14.598113,-1.056828,21.047856,3.086896,8.059137,1.097363
LINE482,0.000000,3.867959,0.000000,-0.372761,0.000000,0.683506
LINE483,13.412554,-1.118031,0.746664,3.656992,0.731793,1.567588
LINE484,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE485,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE486,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE487,0.000000,0.401926,0.000000,-1.298610,0.000000,1.477894
LINE488,0.000000,-0.852741,0.000000,4.624826,0.000000,2.711044
LINE489,14.598113,-1.056828,21.047856,3.086896,8.059137,1.097363
LINE490,0.000000,-0.201681,0.000000,-0.201681,0.000000,2.996186
LINE491,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE492,6.741363,-1.119257,0.361476,3.656754,0.354264,1.567364
LINE493,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE494,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE495,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE496,0.000000,0.727301,0.000000,-1.182507,0.000000,1.524302
LINE497,0.000000,1.494051,0.000000,1.413409,0.000000,4.634337
LINE498,14.598113,-1.056828,21.047856,3.086896,8.059137,1.097363
LINE499,0.000000,2.184542,0.000000,3.381372,0.000000,3.703003
LINE500,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE501,6.741363,-1.119257,0.361476,3.656754,0.354264,1.567364
LINE502,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE503,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE504,83.372773,-1.208939,76.858548,2.959693,44.141310,0.822181
LINE505,0.000000,0.687608,0.000000,0.156868,0.000000,1.539184
LINE506,0.000000,-0.149575,0.000000,-0.149575,0.000000,3.066247
LINE507,14.598113,-1.056828,21.047856,3.086896,8.059137,1.097363
LINE508,0.000000,-0.741459,0.000000,4.067342,0.000000,1.562462
LINE509,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE510,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE511,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE512,0.336182,-0.517188,6.762377,3.051686,0.328643,1.567613
LINE513,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE514,0.000000,0.737398,0.000000,0.117795,0.000000,1.561157
LINE515,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE516,0.000000,-0.412153,0.000000,4.059256,0.000000,1.889704
LINE517,13.317937,-1.115817,0.781726,3.657560,0.765590,1.567672
LINE518,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE519,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE520,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE521,0.336182,-0.517188,6.762377,3.051686,0.328643,1.567613
LINE522,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE523,0.000000,0.154805,0.000000,3.718106,0.000000,1.425305
LINE524,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE525,0.000000,2.665722,0.000000,0.429828,0.000000,4.505957
LINE526,13.317937,-1.115817,0.781726,3.657560,0.765590,1.567672
LINE527,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE528,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE529,0.750381,-0.518404,0.746138,3.658302,13.073439,0.965136
LINE530,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE531,0.000000,0.246064,0.000000,3.316493,0.000000,1.505511
LINE532,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE533,0.000000,4.628664,0.000000,4.628664,0.000000,4.700515
LINE534,13.317937,-1.115817,0.781726,3.657560,0.765590,1.567672
LINE535,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE536,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE537,0.352172,-0.518830,0.350174,3.657856,6.603337,0.962781
LINE538,0.398209,-0.518027,0.395964,3.658696,6.470139,0.967540
LINE539,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE540,0.000000,0.780064,0.000000,2.948480,0.000000,1.211497
LINE541,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE542,0.000000,4.685663,0.000000,-0.201681,0.000000,1.826279
LINE543,13.317937,-1.115817,0.781726,3.657560,0.765590,1.567672
LINE544,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE545,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE546,0.352172,-0.518830,0.350174,3.657856,6.603337,0.962781
LINE547,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE548,0.000000,1.115052,0.000000,2.053596,0.000000,0.870406
LINE549,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE550,0.000000,4.502056,0.000000,2.909798,0.000000,2.592627
LINE551,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE552,6.720229,-1.118002,0.370085,3.657170,0.362425,1.567302
LINE553,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE554,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE555,0.352172,-0.518830,0.350174,3.657856,6.603337,0.962781
LINE556,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE557,0.000000,1.146853,0.000000,0.122459,0.000000,3.725987
LINE558,1.521574,-0.514626,20.394372,3.066189,7.384822,1.050366
LINE559,0.000000,1.501212,0.000000,4.515917,0.000000,1.444744
LINE560,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE561,6.720229,-1.118002,0.370085,3.657170,0.362425,1.567302
LINE562,6.671201,-1.116792,0.385189,3.657214,0.377529,1.567799
LINE563,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE564,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE565,0.000000,3.726017,0.000000,2.965808,0.000000,-1.529329
LINE566,0.771592,-0.514549,7.035598,3.086933,6.759278,0.996947
LINE567,0.000000,2.939912,0.000000,2.939912,0.000000,-0.145406
LINE568,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE569,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE570,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE571,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE572,0.771592,-0.514549,7.035598,3.086933,6.759278,0.996947
LINE573,0.000000,4.234466,0.000000,1.479425,0.000000,1.451298
LINE574,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE575,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE576,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE577,83.114145,-1.211519,70.127516,2.950834,43.900390,0.817104
LINE578,0.771592,-0.514549,7.035598,3.086933,6.759278,0.996947
LINE579,0.000000,1.045023,0.000000,4.668517,0.000000,2.232776
LINE580,0.000000,4.288214,0.000000,3.207462,0.000000,1.624369
LINE581,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE582,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE583,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE584,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE585,83.625315,-1.206325,57.937343,2.942651,44.377488,0.827304
LINE586,0.771592,-0.514549,7.035598,3.086933,6.759278,0.996947
LINE587,0.000000,0.820733,0.000000,0.820733,0.000000,4.465713
LINE588,0.000000,4.506933,0.000000,3.307132,0.000000,1.623833
LINE589,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE590,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE591,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE592,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE593,83.625315,-1.206325,57.937343,2.942651,44.377488,0.827304
LINE594,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE595,0.404069,-0.514272,0.402119,3.658361,6.460664,0.967036
LINE596,0.000000,-0.468349,0.000000,3.241352,0.000000,1.624678
LINE597,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE598,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE599,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE600,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE601,0.344346,-0.516495,0.342506,3.658173,6.630184,0.962007
LINE602,83.359990,-1.208954,57.679274,2.938756,37.817849,0.803757
LINE603,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE604,0.000000,1.271473,0.000000,1.271473,0.000000,3.941486
LINE605,0.000000,3.875747,0.000000,2.948872,0.000000,2.844259
LINE606,0.404069,-0.514272,0.402119,3.658361,6.460664,0.967036
LINE607,0.000000,1.475854,0.000000,1.475854,0.000000,4.691676
LINE608,0.000000,-0.709166,0.000000,3.339208,0.000000,1.713545
LINE609,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE610,6.597740,-1.113592,0.411642,3.657910,0.403166,1.568005
LINE611,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE612,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE613,0.344346,-0.516495,0.342506,3.658173,6.630184,0.962007
LINE614,83.359990,-1.208954,57.679274,2.938756,37.817849,0.803757
LINE615,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE616,0.000000,-0.201681,0.000000,-0.201681,0.000000,2.996186
LINE617,0.000000,-1.458952,0.000000,1.167164,0.000000,2.189225
LINE618,0.404069,-0.514272,0.402119,3.658361,6.460664,0.967036
LINE619,0.000000,3.563485,0.000000,3.391179,0.000000,1.552106
LINE620,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE621,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE622,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE623,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE624,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE625,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE626,0.000000,-0.514212,0.000000,3.596854,0.000000,1.600597
LINE627,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE628,6.710910,-1.119310,0.368468,3.656994,0.361466,1.567598
LINE629,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE630,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE631,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE632,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE633,0.000000,0.846509,0.000000,3.354198,0.000000,1.674216
LINE634,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE635,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE636,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE637,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE638,0.367523,-0.514852,6.700894,3.054472,0.358099,1.566846
LINE639,0.000000,2.225653,0.000000,4.175828,0.000000,1.942777
LINE640,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE641,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE642,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE643,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE644,0.000000,2.203143,0.000000,3.841749,0.000000,2.461373
LINE645,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE646,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE647,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE648,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE649,0.000000,4.277331,0.000000,0.624747,0.000000,4.489564
LINE650,0.749982,-0.514706,13.361085,3.055266,0.730557,1.567065
LINE651,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE652,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE653,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE654,0.000000,3.716324,0.000000,0.154219,0.000000,1.547936
LINE655,0.367398,-0.514846,6.702773,3.054484,0.357872,1.566921
LINE656,0.382584,-0.514570,6.658316,3.056052,0.372685,1.567203
LINE657,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE658,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE659,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE660,0.000000,3.059945,0.000000,3.337088,0.000000,0.942114
LINE661,0.367398,-0.514846,6.702773,3.054484,0.357872,1.566921
LINE662,0.382584,-0.514570,6.658316,3.056052,0.372685,1.567203
LINE663,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE664,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE665,83.083106,-1.211727,51.025892,2.923624,37.564775,0.797274
LINE666,0.000000,1.827522,0.000000,-0.536342,0.000000,0.940987
LINE667,0.367398,-0.514846,6.702773,3.054484,0.357872,1.566921
LINE668,0.382584,-0.514570,6.658316,3.056052,0.372685,1.567203
LINE669,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE670,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE671,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE672,46.673421,-1.233676,52.514267,2.949502,38.985787,0.832842
LINE673,0.000000,1.587776,0.000000,4.295065,0.000000,1.356545
LINE674,0.367398,-0.514846,6.702773,3.054484,0.357872,1.566921
LINE675,0.382584,-0.514570,6.658316,3.056052,0.372685,1.567203
LINE676,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE677,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE678,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE679,46.673421,-1.233676,52.514267,2.949502,38.985787,0.832842
LINE680,0.000000,4.455810,0.000000,1.846192,0.000000,-1.201157
LINE681,0.367398,-0.514846,6.702773,3.054484,0.357872,1.566921
LINE682,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE683,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE684,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE685,46.673421,-1.233676,52.514267,2.949502,38.985787,0.832842
LINE686,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE687,0.360453,-0.515498,6.703829,3.054178,0.351802,1.568432
LINE688,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE689,0.296866,2.649793,0.295534,0.541793,18.422941,0.922869
LINE690,46.892700,-1.229398,52.734096,2.953256,20.703813,0.752756
LINE691,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE692,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE693,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE694,0.374486,-0.514744,0.372430,3.658979,6.551066,0.965677
LINE695,0.415988,-0.513539,6.555053,3.060448,0.405734,1.569441
LINE696,46.579625,-1.235259,46.221987,2.938082,20.428172,0.738279
LINE697,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE698,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE699,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE700,0.374486,-0.514744,0.372430,3.658979,6.551066,0.965677
LINE701,0.415988,-0.513539,6.555053,3.060448,0.405734,1.569441
LINE702,46.579625,-1.235259,46.221987,2.938082,20.428172,0.738279
LINE703,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE704,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE705,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE706,46.579625,-1.235259,46.221987,2.938082,20.428172,0.738279
LINE707,0.000000,-0.280693,0.000000,1.157224,0.000000,-0.691736
LINE708,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE709,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE710,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE711,21.808847,-1.296073,47.225861,2.957029,21.325675,0.784153
LINE712,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE713,0.000000,-0.156123,0.000000,0.780071,0.000000,-0.791757
LINE714,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE715,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE716,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE717,21.808847,-1.296073,47.225861,2.957029,21.325675,0.784153
LINE718,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE719,0.000000,0.071887,0.000000,0.615953,0.000000,-0.555010
LINE720,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE721,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE722,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE723,22.771667,-1.253988,22.771515,2.919534,22.265166,0.826254
LINE724,1.344058,2.639025,24.485235,2.991899,1.313071,-1.562694
LINE725,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE726,0.000000,-0.144677,0.000000,0.835879,0.000000,-0.286492
LINE727,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE728,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE729,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE730,22.771667,-1.253988,22.771515,2.919534,22.265166,0.826254
LINE731,1.344058,2.639025,24.485235,2.991899,1.313071,-1.562694
LINE732,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE733,0.000000,0.353528,0.000000,0.934366,0.000000,-0.421279
LINE734,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE735,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE736,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE737,22.771667,-1.253988,22.771515,2.919534,22.265166,0.826254
LINE738,1.344058,2.639025,24.485235,2.991899,1.313071,-1.562694
LINE739,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE740,0.000000,0.173252,0.000000,0.596424,0.000000,0.387265
LINE741,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE742,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE743,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE744,22.771667,-1.253988,22.771515,2.919534,22.265166,0.826254
LINE745,0.672028,2.639025,12.410004,2.992363,0.656534,-1.562694
LINE746,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE747,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE748,0.000000,0.594191,0.000000,0.603739,0.000000,0.724183
LINE749,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE750,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE751,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE752,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE753,1.344930,2.639412,1.341430,0.530177,24.248682,0.900325
LINE754,0.672028,2.639025,12.410004,2.992363,0.656534,-1.562694
LINE755,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE756,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE757,0.000000,1.056781,0.000000,0.995886,0.000000,0.869128
LINE758,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE759,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE760,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE761,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE762,1.344930,2.639412,1.341430,0.530177,24.248682,0.900325
LINE763,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE764,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE765,0.000000,0.972504,0.000000,0.972504,0.000000,0.489765
LINE766,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE767,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE768,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE769,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE770,0.672463,2.639411,0.670713,0.530177,12.174053,0.900482
